"disc_number";"duration_ms";"name";"track_number";"album";"artist";"author";"lyrics_url";"lyrics"
"2";"155200";"Jardín de Gente";"5";"Spinetta y los Socios del Desierto";"Spinetta Y Los Socios Del Desierto";"";"https://genius.com/Spinetta-y-los-socios-del-desierto-jardin-de-gente-lyrics";"  [Letra de ""Jardín De Gente""]  Alguien debió conservar Y cuidar con amor este jardín de gente Eso es lo que nunca será  Cómo harás para ver y aliviar el dolor En el jardín de gente Algún acuerdo en tu alma tendrás  Y ya no sé Si es que amanece O veo el cielo como Un gran collage...  Estás ciego al creer Que podrás evitar este jardín de gente Con dinero no se inventa el amor, no  Ya te hartaste de frutos Y peces y panes que comes sin suerte Y el andén espera por mí ¿Y qué dirás cuando termines el bocado De tu propia flor?  [Interludio musical]  Oh, alguien debió conservar Y cuidar con amor este jardín de gente A Dios nunca se le ocurrirá, no  Cómo harás para ver Y aliviar el dolor en el jardín de gente Algún acuerdo en tu alma tendrás  Y ya no sé Si es que amanece O veo el cielo como Un gran collage...  El collage de la depredación humana  "
"2";"291733";"Las Olas";"6";"Spinetta y los Socios del Desierto";"Spinetta Y Los Socios Del Desierto";"";"https://genius.com/Spinetta-y-los-socios-del-desierto-las-olas-lyrics";"  Vive pendiente de la luna el reloj Y actores que conservan su suerte Pide de más De más te llenarás Y luego cuesta más la escalera...  Te perderás las olas Que se agitan gigantes, ah Te perderás el día A juzgar por tus ojos (madonna santa!)  Oh, jamás hubo sangre en la canción El ciego en tu película todo lo ve La llave era inerte, debes aprender La turba no perdonará ese cielo  Te perderás las olas Que se agitan gigantes Te perderás el día A juzgar por tus ojos, oh, sí  Oh, alguien toma un lápiz Y nada escribirá Las formas de las nubes se olvidarán La llave era inerte, debes aprender La tumba no perdonará ese cielo  Te perderás las olas Que se agitan gigantes Te perderás el día Te perderás el giorno, oh  "
"2";"273266";"Jazmín";"7";"Spinetta y los Socios del Desierto";"Spinetta Y Los Socios Del Desierto";"";"https://genius.com/Spinetta-y-los-socios-del-desierto-jazmin-lyrics";"  Caído de un amor Nunca encontrarás Luces donde mirar Ni piel donde morir  Tu amor de jazmín El deseo no me deja partir Jazmín, el deseo es solo un fruto Sin un hombre ni una mujer ni un recuerdo....  Ritual del querer En tus labios soy Soy nadie, nadie y el placer Oh, me abandonaré A tu amor de jazmín Es que el deseo no me deja partir Oh, jazmín, el deseo es solo un fruto Sin un hombre ni una mujer Jazmín, uh uh uh ... Tengo apuro por quererte así oh, oh, oh, oh, oh..  Oh, jazmín, de tus ojos no podré volver  Caído de un amor nunca encontrarás Las pupilas de un alma que te espera Ni piel donde morir Tu amor de jazmín Es que el deseo no me deja partir Oh, jazmín el deseo no me deja partir Oh, jazmín el deseo no me deja partir Oh, jazmín el deseo no me deja partir  Oh, jazmín, de tus ojos no sabré volver, oh  "
"2";"237800";"Wasabi Flash";"8";"Spinetta y los Socios del Desierto";"Spinetta Y Los Socios Del Desierto";"";"";"-"
"2";"429426";"La Luz Te Fue";"9";"Spinetta y los Socios del Desierto";"Spinetta Y Los Socios Del Desierto";"";"";"Te fue la luz,
te fue...
¿quién?

Nube rojiza,
sin monumentos...
comiendo un pedazo,
un pedazo de niebla...
alimenta tus fantasías no tus vanidades nena...

Te fue el bien,
te fue...
¿quién?

En el mar de las manchas...
cuidado la espuma...
cuidado las aspas...
de los buques de aceite...
o reciclamos o morimos,
vale la pena tenerlo en cuenta nena...

Cuida la fauna baby !!! -

Te fue la luz,
te fue...
¿quién?

Parado en un puente,
sobre una mesa...
comiendo una bolsa,
una bolsa de tierra...
reconsidera el amor,
y la materia sonora...
Nos vemos pronto nena, ¡¡¡sí !!! "
"2";"238333";"El Rebaño del Pastor";"10";"Spinetta y los Socios del Desierto";"Spinetta Y Los Socios Del Desierto";"";"";"Cuenco de sal,
valle de eterna sal...
hoyo en la piedra,
donde guardar la fé...

Todas las horas vivir,
todas las horas vivir...
hoja de ruta tus ojos,
hoja de ruta tus ojos...

Sin embargo es tan atroz,
esta realidad...
que alguna cura le encontrarás...

Marca de riel,
marca de loco riel...
¿dónde quedó?
¿dónde quedó inventar?
todas las veces comer,
todas las heces comer...
hoja de ruta el adiós,
hoja de ruta el adiós...

Tiempos inclementes de nacer aquí,
en el rebaño, del pastor...

Cuenco de sal,
valle de eterna sal...
hoyo en la piedra,
donde guardar la fe...
todas las horas vivir,
todas las horas vivir...
hoja de ruta tus ojos,
hoja de ruta el adiós...

Tiempos inclementes de nacer aquí,
en el rebaño del pastor... "
"2";"148346";"Puyen De Abril";"11";"Spinetta y los Socios del Desierto";"Spinetta Y Los Socios Del Desierto";"";"https://genius.com/Spinetta-y-los-socios-del-desierto-luna-de-abril-lyrics";"  Vive en en aire la luna de abril Nunca se cansa el cielo al partir Y más allá del terraplén La pantalla de crueles ciudades  Todo lo mira la luna de abril Ella sigue las olas que se tienen que ir Y si un amor te espera al fin A la luna le podrás decir... Luna serena sobre las almas llévame  Vive en el aire la luna de abril Ella brilla y brilla y no sabe dormir Y más allá del terraplén La pantalla de crueles ciudades Luna serena sobre las almas Llévame...  "
"2";"216506";"2 de Enero";"12";"Spinetta y los Socios del Desierto";"Spinetta Y Los Socios Del Desierto";"Modesto Vázquez";"https://genius.com/Spinetta-y-los-socios-del-desierto-2-de-enero-lyrics";"  Era una mañana clara Cuando en el mirar del día, comprendí Que mi amor era ese cielo Y mi alma era su nido, sin querer Y no entiendo así porque razón Los barcos vienen y se van  Y a pesar de aquel vacío Donde voy está tu cuerpo Y nos ven Como las rosas en los jardines Entre espinas y perfumes Nos amamos bajo el sol, oh Y así yo penetré tan lleno El misterio de tu amor, oh....  Y agarro mis libros Quemo todas mis palabras falsas Hoy es temprano Hoy comienza el 2 de enero, oh  Como las rosas en los jardines Con espinas y perfumes Nos amamos bajo el sol, sí  Y a pesar de las palabras Tu silencio es más profundo Y más atroz  Y no sé así porque razón Los barcos vienen y se van, uh...  Y agarro mis libros Quemo todas mis palabras falsas Hoy es temprano Hoy comienza el 2 de enero  "
"2";"49133";"Cuenco de Sal";"13";"Spinetta y los Socios del Desierto";"Spinetta Y Los Socios Del Desierto";"";"";"-"
"2";"235866";"El Sol y la Afeitadora Eléctrica";"14";"Spinetta y los Socios del Desierto";"Spinetta Y Los Socios Del Desierto";"";"";"Tu concierto está en aire,
y el adiós,
un instante en el verdor,
no dirás que no,
a tus ángeles de ok,
son la sola realidad.

Como el sol y la afeitadora eléctrica,
el último aporte, a un hundimiento de amor.

Ya no creas que no hay,
castillos de cristal,
solo tienes 16,
tu canción será del fruto,
y el carmín, la verdad te encuentra aquí.

Como el sol y la afeitadora eléctrica,
siempre el sol y la afeitadora eléctrica,
como el sol,
y la gente también,
como el sol y la afeitadora eléctrica,
siempre el sol,
el insaciable, de esta tierra gentil...

No querrás rendir tributos a nadie,
no te puedes engañar,
anochece y tu ayuda se sintió,
se sintió y está aquí...

Como el sol y la afeitadora eléctrica,
siempre el sol y la gente también,
como el sol y la afeitadora eléctrica,
siempre el sol,
el último aporte al hundimiento de amor... "
"2";"145560";"Collar";"15";"Spinetta y los Socios del Desierto";"Spinetta Y Los Socios Del Desierto";"";"";"Te buscarás,
hasta caer danzando,
entre la bruma tibia...

Y al despertar,
te reunirás en tiras,
como un barco,
en un viaje hacia la luz.

¿Por qué correr estando libre?
y solo ver que nadie,
espera en destino...

El árbol sabe descender,
hacia el calor del centro mismo del abismo...

Y allí, tu corazón,
se quedará jugando ya despierto,
con las cuentas de un collar...

Una palabra y un temor,
hay un amor que no regresa a tus ojos...
las aves parten y al pasar,
no comprendemos como alumbran el viento...

Y allí, me encontrarás,
mientras estoy bailando entre las cuerdas,
con las dulces cosas,
entre las cuentas de un collar... "
"2";"51106";"Duende";"16";"Spinetta y los Socios del Desierto";"Spinetta Y Los Socios Del Desierto";"";"";"-"
"1";"348000";"La Mendiga";"1";"Un Mañana";"Luis Alberto Spinetta";"";"https://genius.com/Luis-alberto-spinetta-la-mendiga-lyrics";"  Silba y yira alguien en Balvanera Ronda y gime y habla con si misma ¿Y cuál será su lugar, su rincón sin lugar? Parecer desear... parece desear... Y dime así: ¿no fue tu amor lo predecible, al fin Cuando él se marchó y se ocultó de tus ojos Tus ojos de estrella en la tempestad? Ronda y anda pasos que ya no camina... Y luce harapos aunque tiene su guita Parece flotar... parece flotar Parece flotar... uh! Y dime así: ¿no fue tu amor lo predecible, al fin Cuando él se cansó y se escapó con sus alas, sus alas de piedra entre la multitud? Ahora, más te miro y más me asombra La mañana que no asoma por tus horas Que no pasan ni vuelven Y no hay nadie que te espere alguna vez... Y la mañana que no asoma Y que asoma sin cesar... ¡... y para qué pensar...! Cruza rectas, cruza y se desvía Y nadie ríe ni habla cuando se agita Grita y no grita... grita y no grita Grita y no grita... uh! Y dime así: ¿no fue tu amor lo predecible, al fin Sólo ésta vez, en la que despertó como un rayo Un rayo de olvido y allí se quedó...?  "
"1";"261546";"Vacío Sideral";"2";"Un Mañana";"Luis Alberto Spinetta";"";"https://genius.com/Luis-alberto-spinetta-vacio-sideral-lyrics";"  Ven a buscar las piedras Toda la música tuya Tan después de la lluvia Sale a ver su fantasma...  Recuerda que la luna Es sólo un cuerpo Entre tus lágrimas Y el vacío sideral...  Ven a contarle a las hojas De todas tus flores cautivas Dime adiós, dime por favor Y yo sabré lo que pensarás  Recuerda que las horas Se construyen Con los ladrillos De tu alma de cristal...  Piensa que en tus pasos Va naciendo una estrella Una estrella... Una estrella... Una estrella...  Sueñas que sueñas que vives aquí Donde por siempre hay mañanas Que la luz te acompañará Tan inviolable como la vez aquí  Recuerda que la luna Es sólo un cuerpo Entre tus lágrimas Y el vacío sideral...  "
"1";"239120";"No Quiere Decir";"3";"Un Mañana";"Luis Alberto Spinetta";"";"https://genius.com/Luis-alberto-spinetta-no-quiere-decir-lyrics";"  Aunque el sol no te abrigue No quiere decir Que no tengas más frío Y si la luna se cubre No quiere decir Que no tengas su luz Cada día es la mañana Desunda en tu Corazon que no brilla Y si algun día se oculta No quiere decir Que no puedas volar  Mientras el cielo brilla, amor Aqui yo esperaré Voy yo solo en la distancia, amor Y por tí yo esperaré  Una vida lejana Se escucha pedir Por su amor sin destino Y si la noche la calla No queire decir Que se apague su sed Si en un sueño la buscas no quiere decir Que ella no esté a tu lado Y si sus manos se escapan No quiere decir Que no tengas tu piel  Va en mis alas el reclamo, amor Va desde mi corazón Va en mis alas el reclamo, amor Va desde mi corazón  Aunque el sol no te abrigue No quiere decir Que no tengas más frío Y si la luna se oculta No quiere decir Que no tengas su luz Cada día es la mañana Desnuda en tu corazon Que no brilla Y si algun día se oculta No quiere decir Que no puedas volar  Cada tanto la palabra adiós Retoma al amanecer Cada vez que la pronuncias, amor Después yo veo renacer  "
"1";"310400";"Tu Vuelo Al Fin";"4";"Un Mañana";"Luis Alberto Spinetta";"";"https://genius.com/Luis-alberto-spinetta-tu-vuelo-al-fin-lyrics";"  Ahhh Dime que vez Dime que quieres ahora  Vuelves de hablar con el mar Y acaso hay una luz Que asoma en la distancia  No sabes que no puedes cambiar Aunque yo te haga mal Solo pensando inútilmente  Descubre tu vuelo al fin Descubre tu vuelo al fin Descubre tu vuelo al fin Tu vuelo al fin, tu vuelo al fin  Desnuda tu velo, si Desnuda tu velo, si Descubre tu vuelo al fin Tu vuelo al fin, tu vuelo al fin  Hoy, que tu lagrima cayó Temblando en el desierto Que riegas vanamente  Te sientes la aguja de un reloj Que no sabe marcar Y solo da las vueltas  Descubre tu vuelo al fin Descubre tu vuelo al fin Descubre tu vuelo al fin Tu vuelo al fin, tu vuelo al fin  Desnuda tu velo, si Desnuda tu velo, si Descubre tu vuelo al fin Tu vuelo al fin, tu vuelo al fin  Ahhh Dime que vez Dime que quieres ahora  Vuelves de hablar con el mar Y acaso hay una luz Que asoma en la distancia  No sabes, que el universo sigue aquí Y nunca te importo Pues solo le temiste  Descubre tu vuelo al fin Descubre tu vuelo al fin Descubre tu vuelo al fin Tu vuelo al fin, tu vuelo al fin  Desnuda tu velo, si Desnuda tu velo, si Descubre tu vuelo al fin Tu vuelo al fin, tu vuelo al fin  Tu vuelo al fin Sabes a lo que me refiero nena Tu vuelo al fin..  "
"1";"196500";"Hiedra Al Sol";"5";"Un Mañana";"Luis Alberto Spinetta";"";"https://genius.com/Luis-alberto-spinetta-hiedra-al-sol-lyrics";"  Oh, mi amor... Dime cuando queme el sol Con mis manos haré brisa Para que no...  Oh, oh, oh! Dime si podré jugar Sin los sueños La armonía no tiene lugar  Dime ¿qué impide ayudarte? Sólo dime que te cuesta sentir Que en tu alma también hay amor  Oh! tal vez tal vez Yo te abrace donde estés Sin encuentro la armonía no tiene pie...  Todos los espejos Se han disuelto bajo el mar Todos los espejos sin volver...  Dime quién eres O quizás no estés aquí Qué dulzor regresa a mí Desde el Edén, hiedra al sol...  Dime ¿qué impide ayudarte? Sólo dime que te cuesta sentir Que en tu alma también hay amor  Oh! tal vez tal vez Yo te abrace donde estés Sin encuentro la armonía no tiene pie...  Oh mi amor Dime cuando queme el sol Con mis manos haré brisa Para que no... Con mis manos haré brisa Para que no...  "
"1";"459500";"Canción De Amor Para Olga";"6";"Un Mañana";"Luis Alberto Spinetta";"";"";"Tu alma es extraordinaria
quiere saber ser el tiempo
y no quieren saber de mirar relojes
tus ojos claros de sol a sol

Una extraña razón nos mantiene aquí
en el dulce esplendor
y tu mañana única espera la vida
como el arroyo que horada la piedra
por siglos

Tu cuerpo al mundo se rompe
como una brizna de hierba
no intentes saber cómo hacen las horas
sus pasos en el confín-dragón

Un destello en el agua
como un secreto, una ínfima acción
y tu audaz nube blanca sabe la espera
y sabe que no hay más que un coral de huecos

Ésta es una cancion de amor para Olga
así te digo gracias siempre así
mis manos ya no paran de sentirte
los ecos son tus alas
que vuelan coloreando la garúa

Ésta es una cancion de amor para Olga
tu alma es una forma de curar
sólo es una cancion de amor para Olga
los ecos son tus alas
los ecos son tus alas
que vuelan coloreando la garúa
una vez más

Ésta es una cancion de amor para Olga
ésta es una cancion de amor para Olga

Hablemos de todo
de todo sin hablar
no me digas nada
nada que no va

Hay una esperanza de que cambie el viento
el que fue ladeando toda las acacias aquí

Estás estupefacta
con lo que se fué
tienes que vencerlo
apresurándote

Sube desprolija una columna de humo
sube desde el fondo en el que nos hallamos
sin tí

No me digas más, duende curador
háblale a mis ojos
habla del adiós."
"1";"165250";"Un Mañana";"7";"Un Mañana";"Luis Alberto Spinetta";"";"https://genius.com/Luis-alberto-spinetta-un-manana-instrumental-lyrics";"-"
"1";"324500";"Mi Elemento";"8";"Un Mañana";"Luis Alberto Spinetta";"";"https://genius.com/Luis-alberto-spinetta-mi-elemento-lyrics";"  Tan sólo estando así contigo Veo mi elemento Tan sólo estando así contigo Yo veo mi elemento Veo en el silencio Veo en el silencio, amor Veo mi elemento, amor  Y se desvive el alba entre los árboles Rotos de luz y sombra Tan sólo estando así contigo Veo mi elemento Veo en el silencio amor Veo mi elemento amor  Y para escapar de tu sueño Lo que yo hago es subirme En un fuego que pase Y el resplandor Se habrá marchado ya de mi piel Cuando en cenizas se torne el cristal Oh, que fantástico viaje!  Y como arena corre el día Día que sigue a noche Día que sigue a noche púrpura Y en mi retina yo separo El agua del cielo tenue  Y tan sólo estando aquí contigo Yo veo mi elemento Veo mi elemento Veo en el silencio amor Veo mi elemento amor  "
"1";"168760";"Hombre De Luz";"9";"Un Mañana";"Luis Alberto Spinetta";"Luis Santiago Spinetta";"https://genius.com/Luis-alberto-spinetta-hombre-de-luz-lyrics";"  Hombre de luz Que vuelas al espacio Señálame la ruta al sol Quiero estar allí volando De un modo azul Sentir sus colores Mañana en su luz... Hombre de luz Que vuelas al espacio Señálame la ruta al sol Quiero estar allí volando De un modo azul Sentir sus colores Mañana en su luz  "
"1";"425000";"Preso Ventanilla";"10";"Un Mañana";"Luis Alberto Spinetta";"";"https://genius.com/Luis-alberto-spinetta-preso-ventanilla-lyrics";"  [Letra de ""Preso Ventanilla""]  Alguien dijo basta y nunca amaneció Luego vino un ángel Que se precipitó en su rostro Sin nadie ya... Transformado en duende En copo de cartón Quiso conocer de arriba todas las ciudades Sin nadie ya...  ¿Y cómo imaginar que tanta soledad Pudiera despertar en él esa piedad...? Y desde que la vida ya no le importó Quiso recordar y se perdió en la mañana Flor que late y late Aunque nunca encuentre Cuerpo que la habite  Ya transformado en gema en lívido cristal Se supo acrecentado Y entonces encendió su mecha Sin fuego ya... Luego como un monstruo Un eje de metal Quiso conocer el mar Y despertó en un barco En forma de bulón! ¡Tan sólo regresar Para reír y llorar Única salida en un mundo que no está!  ¿Y cómo puede ser que su deseo concibió El envión que podría propulsarlo Al aire de las avenidas? Y no cae nunca, está lejos de la vida Estrellado en un periódico Perdió el control total Y así habló desde una hoja  Por fin tocó un portero Y oyó: - ""¡Usted no está!"" Quiso reconocerse Y en éste mundo no hay espejos Sin alguien... Así como una roca o un tímido jazmín Sintió que trasmutaba Y cada nueva vez lo hacía Sin alma ya...  ¿Y cómo imaginar que tanta soledad Pudiera despertar en él esa piedad.? No sólo revivió, sino que a todos ayudó Se completó en una flor para surgir En llamaradas de su amor perdidas...  Vaga, vaga y vaga Infundiendo vida Juega en la distancia Preso ventanilla Corre con su sombra En la serranía Juega en la distancia Preso ventanilla...  "
"1";"326250";"Despierta En La Brisa";"11";"Un Mañana";"Luis Alberto Spinetta";"";"https://genius.com/Luis-alberto-spinetta-despierta-en-la-brisa-lyrics";"  Oye amiga quiero festejar el fin del sueño cerca de la luz Y tal vez me abrigue del suelo tibio hasta el amanecer  Oye niño te encantan mis pasos, mi atención, mis días Y así es tu cielo abierto azul Más allá de los tristes túneles  Y despierta en la brisa un instante de verdad Y eleva, y eleva tu consciencia de volar Sobre las ruinas, las ruinas de una misión descomunal Y despierta en la brisa un instante de verdad Y aquellas almas te oirán...  Mis sentidos ya no dan abasto en el resplandor Así me abrigue en el suelo tibio, para sentir la música  Y te pregunto: ""¿como dormirán los enemigos de la humanidad?"" Quizás ella arroje su propio fuego, como a hundir el papel  Y despierta en la brisa un instante de verdad Y eleva, y eleva tu consciencia de volar Sobre las ruinas, las ruinas de una misión descomunal Y despierta en la brisa un instante de verdad Y aquellas almas te oirán  "
"1";"302500";"Para Soñar";"12";"Un Mañana";"Luis Alberto Spinetta";"";"https://genius.com/Luis-alberto-spinetta-para-sonar-lyrics";"  Tus ojos vagan tristes Haciéndose de sombras Mientras la noche abrigue amor Yo subiré a tu alcoba En tu cielo me reuniré Y en tus labios me perderé Para soñar... Para soñar... Tus manos tan frías Se envuelven en la aurora Y todo lo que dices Alegra como un canto Y en tus ojos me fijaré Y un tus labios me perderé Para soñar... Para soñar... En la luna del revés Todos saben que hacer Y hasta el ángel de las aguas Se cansó de crecer Y aunque el alma de la gente Siempre tuvo razón Yo tendré que mirarte Como si no fueras vos El mundo grita en vano Etérea tu alma viaja Pero cuando regresas Recobran las miradas Y en tus ojos me fijaré Y en tus labios me perderé Para soñar... Para soñar  "
"1";"219306";"Folly Berghet";"1";"La La La";"Luis Alberto Spinetta";"";"";"Todos hablan a la vez
folis verghet
los secretos se revelan sin saber porque.

Adónde voy esta vez
folis verghet
al futuro, a la locura
al cine o tus pies.

Todos quieren saber
folis verghet
todos buscan una pista
cada anochecer.

Debo reconocer
folis verghet
hay un tipo en mi cabeza
que no se quién es.

Yo garpé para ver
folis verghet
los secretos se revelan
sin saber porque. "
"1";"337200";"Instant-Taneas";"2";"La La La";"Luis Alberto Spinetta";"";"";"Instant-táneas de la calle
veo una separación, un choque
un estallido, una universidad,
viven haciendo las paces
hay un chico que se escapa
un toro, una señora, un cielo, un capitán.

Y yo sigo con vos, sabés
se hace difícil seguir anclado
aquí sin tu amor
sin tu amor...

Instant-táneas de la calle
hay dos tipos en la esquina
uno hace una seña, el otro que se va
hace frío en Buenos Aires
música en los automóviles
caen del walkman gotas de humedad.

Y yo sigo con vos, sabés
se hace difícil seguir anclado
aquí sin tu amor
sin tu amor...

Ya sé, siempre soy yo
andar siempre buscando
y siempre volviendo a tu corazón
a tu pobre corazón...

Y pienso que estamos al borde
al borde de un cielo sin sol
después no hay retorno
ni tiempo mi amor
y un circo se va de la city
y Olmedo se ríe de todo
después no hay retorno ni tiempo mi amor.

Y yo sigo con vos, sabés
se hace difícil seguir anclado
aquí sin tu amor
sin tu amor...

Ya sé, siempre soy yo
andar siempre buscando
y siempre volviendo a tu corazón
a tu pobre corazón. "
"1";"315493";"Tengo Un Mono";"3";"La La La";"Luis Alberto Spinetta";"";"";"Tengo un dedo
que dá a mi vida
tengo un ángel
un ángel negro
la fortuna
la fortuna no vino a mí.

Tengo raza
la que nos mata
y tengo un túnel
para pirarme
tengo mulas
tengo un rayo al amanecer.

No no no
sólo quiero descansar
la la la
para poder continuar
no no no
sólo quiero.

Tengo fiebre
cincuenta y pico
tengo un termo
de merteolate
no he venido
nunca estuve fente al doctor.

Tengo un padre
que da consejos
tengo un vientre
que supo abrirme
un canguro
una ruta a Choele-choel.

No no no
sólo quiero descansar
la la la
para poder continuar
no no no
sólo quiero.

Tengo un salmo
un salmo en lata
un requiebro
un gran caballo
soy la araña
la que cura la enfermedad.

Tengo un chancho
que fuma y fuma
tengo un trapo
con obsidianas
ni un milagro
ni un milagro
me queda ya. "
"1";"94106";"Retrato De Bambis";"4";"La La La";"Luis Alberto Spinetta";"";"";"-"
"1";"335960";"Asilo En Tu Corazon";"5";"La La La";"Luis Alberto Spinetta";"";"";"Un rumor adormece toda marea en mí
y a la vez yo te grito sin poderte gritar
mientras tanto alguien nos prejuzga
sin ninguna razón
piedra sobre piedra, nada importa ya.

Oh! mi amor yo te choco debilmente
bajo un sol de mañana desesperada
y me veo partir
soy un barco que se hace a la mar
y en todo retorno un cambio nacerá.

Y en tu nombre
yo brindo en la nada vestido de gris
en tu nombre
me quito las llamas de un cuerpo que fuí
en tu nombre
habrá que seguir y seguir y seguir
y seguir pidiendo por siempre
un asilo en tu corazón.

Sólo amar
sólo amar hasta perder la noción
y así doblar
por esta esquina que confluye hacia el sur
que es como un espejo
espejo que marcó las lágrimas de hoy
y en todo retorno un cambio nacerá.

Y en tu nombre
yo brindo en la nada vestido de gris
en tu nombre
me quito las llamas de un cuerpo que fuí
en tu nombre
habrá que seguir y seguir y seguir
y seguir pidiendo por siempre
un asilo en tu corazón. "
"1";"316573";"Dejaste Ver Tu Corazon";"6";"La La La";"Luis Alberto Spinetta";"";"";"Agosto le dice que no
la luna se cae
y ella escucha este vals
escucha y no sabe.

Un aire le dice que si
que siga y que marche
se fue un poco lejos mi amor
se fue y no hubo viaje.

Y así tan sólo así dejaste ver tu corazón,
de huesos, cansado
cansado de este mundo
y así tan solo así dejaste ver
tu corazón, cerrado
y esta vez no va a ser necesario
que digamos nada...

En cuatro paredes de cal
y en pocas palabras
se puede cruzar todo el mar
si hay dos que se aman.

Volver y volver a empezar
volver a tocarte
volver con alguna verdad
que ayude a quedarse.

Y así tan sólo así dejaste ver tu corazón
de huesos, cansado
cansado de este mundo
y así tan solo así dejaste ver
tu corazón, cerrado
y esta vez no va a ser necesario
que digamos nada... "
"1";"83066";"Solo La La La";"7";"La La La";"Luis Alberto Spinetta";"";"";"-"
"1";"271333";"Gricel";"8";"La La La";"Luis Alberto Spinetta";"";"";"No debí pensar jamás
en lograr tu corazón
y sin embargo te busqué
hasta que un día te encontré.
y con mis besos te aturdí
sin importarme que eras buena.

Tu ilusión fue de percal
se rompió cuando partí
pues nunca nunca más te ví
oh, que amarga fue mi pena.

No te olvides de mi
de tu Gricel
me dijiste al besar
el cristo aquél
y hoy que vivo enloquecido
porque no te olvidé
ni te acuerdas de mí
Gricel, Gricel.

Me faltó después tu voz
y el calor de tu mirar
y como un lo loco te busqué
y ya nunca te encontré
y en otros besos me perdí
mi vida toda fue un engaño.
Que será Gricel de ti
se cumplió la ley de Dios,
ah, que amarga fue mi pena. "
"1";"269933";"Serpiente De Gas";"9";"La La La";"Luis Alberto Spinetta";"";"";"Ya quiero encontrar
una ruta que llegue a casa
quiero descubrir
esa puerta dicen que no abre
más vale gritar
cien mil veces sobre tus ojos
que morir de a poco
como los que hicieron esto.

Hay que dislocar
el sentido de la enseñanza
no hay ningún dolor
que vivieran nuestros maestros
quiero practicar con los dardos
sobre un tirano
quiero tener sed
para aliarme a lo que me sacia.

Serpiente de gas
costura del sur
tu cuerpo giró
en la oscuridad
salvando mis ojos
y la canción que se extiende
hacia el mar.

Todo se reduce a pensar
como lo hace un muerto
y esta condición de la vida
me desespera
sólo la razón nos propone
autodestruirnos
sólo la razón
viejo rostro de fin de siglo.

Serpiente de gas
costura del sur
tu cuerpo giró
en la oscuridad
salvando mis ojos
y la canción que se extiende
hacia el mar.

La aurora sin tí
es la aurora sin tí
y tu cuerpo giró
en la oscuridad
salvando mis ojos
y la canción que se extiende
hacia el mar. "
"1";"319000";"Todos Estos Años De Gente";"10";"La La La";"Luis Alberto Spinetta";"";"";"En el extremo de la calle
la florista se emborracha con Legui
y la ciudad la mambea un instante
y la devuelve en su silla.

Todos estos años de gente,
todos estos años de gente.

Frente a los vidrios de un banco
un anciano desfallece sin nombre
los pordioseros lo reclaman
desde un pozo en el aire de Ezeiza.

Todos estos años de gente,
todos estos años de gente.

Hay un tinglado inconcluso
donde moran dos bolitas ilegales pero limpios
y entre las lluvias y los falcon
ya no viven ni adentro ni afuera.

Todos estos años de gente,
todos estos años de gente. "
"1";"307560";"Carta Para Mi Desde El 2086";"11";"La La La";"Luis Alberto Spinetta";"";"";"Me puse la ropa
no supe que hacer
como Julio Sosa
cien años después.

Arreglé mis cosas
fui hasta el cabaret
fui, cante Malena
no recuerdo bien.

Y allí mismo en el mismo lugar
del amor voy tratando de estar
con mi corazón
ya pasaron las bombas
el hambre y el tren
aquí en Baires las cosas no marchan bien. "
"1";"151440";"Jabalies-Conejines";"12";"La La La";"Luis Alberto Spinetta";"";"";"Un jabalí engordó pensando en el dinero
el muy pillín
le robó la verdad
a un viejo todo
y así fundó su gran concesión
y se dijo: ""-las lineas del árbol
que miedo me dan
por las dudas veré de seducirlo
y esquilmarle mil ideas
y meterlo en mi bolsillo infernal"".

Un conejín tropezó por enésima vez
hoy como ayer
ni un gurú logrará conformarlo
y sueña
y él se siente rey
y se dice: ""- yo soy una estrella de rock
amenme
yo me siento capaz
de dedicarle al presidente
o a mi amigo
esta canción
que es totalmente genial
aunque ya sin alma
con todo mi amor
aunque ya sin alma
te quiero tanto que me muero por vos
aunque si llueves no te voy a buscar
porqué no puedes olvidarme"" "
"1";"305493";"Parte Del Aire";"13";"La La La";"Luis Alberto Spinetta";"";"";"Lo pensó dos veces y se marchó
como una frutilla su corazón
siempre el mismo rollo con los parientes.

Me dejó unos discos en el placard
un reloj de plata y un samurai
todo detallado en un expediente.

Y allí va, parte del aire
y allí va en libertad.

Música de grillos del Paraná
cada enero nuevo se hacía escuchar
como un buen presagio de las comadres.

El amó a una estrella en su soledad
y una noche antes de navidad
recortó los cables con un diamante.

Y allí van, parte del aire
Y allí van en libertad

El amor más grande que conocí
sin querer un día pasó por mí
por la Vía Láctea se encontrarán
en algún planeta, en algún lugar.

Donde va la gente y su corazón
donde van los años y este dolor
y donde voy yo no me importa ya
vengo de dos ríos que dan al mar.

Parte del aire
y allí van... sólo
solos en libertad. "
